793,23.60,44.90,5.51,1.15
1327,23.60,44.90,3.78,0.78
1853,23.60,44.90,2.49,0.63
2380,23.60,44.90,4.83,0.93
3178,23.60,45.50,1.68,0.56
3704,23.60,45.50,5.32,1.07
4232,23.60,45.50,0.41,0.04
4758,23.60,45.50,5.42,1.07
5557,23.60,45.50,0.39,0.19
6083,23.60,45.50,5.32,1.15
6610,23.60,45.50,0.71,-0.04
7166,23.60,45.50,0.39,0.04
7965,23.60,45.50,5.32,1.37
8492,23.60,45.50,0.41,-0.04
9019,23.60,45.50,5.17,1.15
9545,23.60,45.50,1.12,0.11
10344,23.60,45.50,5.22,1.22
10870,23.60,45.50,0.88,-0.04
11398,23.60,45.50,5.05,1.00
11927,23.60,45.50,3.29,0.63
12725,23.60,45.50,3.42,0.85
13252,23.60,45.50,3.56,0.78
13778,23.60,45.50,3.90,0.70
14306,23.60,45.50,3.27,0.70
15104,23.60,45.50,3.37,0.93
15631,23.60,45.50,3.59,0.78
16157,23.60,45.50,3.46,0.63
16685,23.60,45.50,3.71,0.70
17482,23.60,45.50,2.32,0.56
18010,23.60,45.50,4.54,1.00
18536,23.60,45.50,2.24,0.41
19063,23.60,45.50,4.68,1.07
19861,23.60,45.50,0.71,0.26
20388,23.60,45.50,5.27,1.07
20916,23.60,45.50,0.39,0.04
21473,23.60,45.50,1.51,0.26
22274,23.60,45.50,0.41,0.19
22800,23.60,45.50,5.47,1.15
23327,23.60,45.50,0.90,0.11
23854,23.60,45.50,5.42,1.15
24652,23.60,45.50,3.17,1.00
25179,23.60,45.50,3.83,0.70
25706,23.60,45.50,3.76,0.93
26232,23.60,45.50,2.83,0.41
27031,23.60,45.50,5.15,1.22
27557,23.60,45.50,0.41,-0.11
28085,23.60,45.50,5.37,1.22
28611,23.60,45.50,0.49,0.04
29410,23.60,45.50,4.51,1.00
29936,23.60,45.50,3.29,0.56
30464,23.60,45.50,3.44,0.63
30990,23.60,45.50,4.32,0.93
31789,23.60,45.50,0.66,0.26
32315,23.60,45.50,5.37,1.15
32844,23.60,45.50,4.54,1.00
33372,23.60,45.50,1.66,0.11
34169,23.60,45.50,5.42,1.30
34697,23.60,45.50,0.39,-0.11
35254,23.60,45.50,3.10,0.70
35780,23.60,45.50,3.86,0.70
36579,23.60,45.50,4.61,1.22
37105,23.60,45.50,1.54,0.19
37633,23.60,45.50,5.20,1.00
38159,23.60,45.50,0.37,-0.04
38958,23.60,45.50,5.47,1.44
39484,23.60,45.50,1.00,0.11
40011,23.60,45.50,5.22,1.00
40538,23.60,45.50,1.78,0.33
41336,23.60,45.50,3.88,0.93
41863,23.60,45.50,3.49,0.85
42390,23.60,45.50,3.49,0.63
42916,23.60,45.50,3.86,0.78
43713,23.60,45.50,5.42,1.37
44239,23.60,45.50,1.12,0.19
44767,23.60,45.50,5.20,1.00
45293,23.60,45.50,1.42,0.19
46092,23.60,45.50,4.42,1.15
46618,23.60,45.50,2.61,0.63
47145,23.60,45.50,4.42,0.85
47672,23.60,45.50,2.54,0.63
48471,23.60,45.50,3.66,0.93
48997,23.60,45.50,3.42,0.70
49554,23.60,45.50,4.25,0.93
50080,23.60,45.50,3.05,0.63
50879,23.60,45.50,4.51,1.15
51405,23.60,45.50,2.61,0.48
51933,23.60,45.50,4.39,0.85
52459,23.60,45.50,2.76,0.33
53258,23.60,45.50,4.64,1.22
53787,23.60,45.50,2.03,0.41
54315,23.60,45.50,4.88,0.93
54841,23.60,45.50,1.49,0.33
55640,23.60,45.50,4.68,1.15
56166,23.60,45.50,1.61,0.26
56693,23.60,45.50,5.37,1.07
57220,23.60,45.50,0.76,0.04
58018,23.60,45.50,5.42,1.44
58545,23.60,45.50,0.73,0.04
59072,23.60,45.50,5.42,1.22
59598,23.60,45.50,0.39,0.04
60397,23.60,45.50,5.42,1.30
60923,23.60,45.50,0.39,0.04
61451,23.60,45.50,5.44,1.15
61977,23.60,45.50,0.41,0.04
62776,23.60,45.50,5.44,1.44
63332,23.60,45.50,5.29,1.15
63859,23.60,45.50,1.20,0.19
64389,23.60,45.50,0.85,0.04
65187,23.60,45.50,5.22,1.30
65714,23.60,45.50,0.39,-0.04
66241,23.60,45.50,5.22,1.07
66767,23.60,45.50,0.76,-0.04
67566,23.60,45.50,5.34,1.30
68092,23.60,45.50,0.41,0.04
68620,23.60,45.50,5.27,1.15
69147,23.60,45.50,0.37,-0.04
69945,23.60,45.50,5.37,1.30
70472,23.60,45.50,0.39,-0.04
70999,23.60,45.50,5.49,1.15
71526,23.60,45.50,0.39,-0.04
72324,23.60,45.50,5.27,1.22
72851,23.60,45.50,1.66,0.26
73377,23.60,45.50,4.86,0.93
73905,23.60,45.50,1.98,0.41
74705,23.60,45.50,0.41,0.19
75232,23.60,45.50,5.39,1.07
75759,23.60,45.50,0.51,0.26
76285,23.60,45.50,5.49,1.00
77114,23.60,45.50,3.56,0.85
77640,23.60,45.50,3.86,0.70
78168,23.60,45.50,3.00,0.63
78694,23.60,45.50,4.27,0.85
79493,23.60,45.50,1.05,0.26
80019,23.60,45.50,5.17,1.15
80546,23.60,45.50,0.41,-0.04
81073,23.60,45.50,5.44,1.15
81871,23.60,45.50,1.68,0.63
82398,23.60,45.50,4.54,1.00
82925,23.60,45.50,3.29,0.70
83451,23.60,45.50,3.20,0.48
84250,23.60,45.50,5.15,1.22
84776,23.60,45.50,0.39,0.04
85307,23.60,45.50,1.78,0.26
85833,23.60,45.50,5.12,1.00
86631,23.60,45.50,0.76,0.33
87158,23.60,45.50,5.03,0.93
87685,23.60,45.50,2.22,0.48
88212,23.60,45.50,4.10,0.78
89010,23.60,45.50,4.59,1.15
89537,23.60,45.50,1.51,0.19
90063,23.60,45.50,5.15,1.15
90591,23.60,45.50,0.39,0.04
91419,23.60,45.50,3.37,0.93
91945,23.60,45.50,3.27,0.63
92473,23.60,45.50,4.27,0.85
92999,23.60,45.50,2.10,0.33
93798,23.60,45.50,5.25,1.44
94324,23.60,45.50,0.41,0.04
94852,23.60,45.50,5.39,1.15
95378,23.60,45.50,1.78,0.33
96179,23.60,45.50,1.88,0.63
96706,23.60,45.50,5.42,1.22
97233,23.60,45.50,4.22,1.00
97760,23.60,45.50,3.34,0.63
98557,23.60,45.50,6.98,1.81
99085,23.60,45.50,0.39,0.04
99611,23.60,45.50,7.15,1.52
100139,23.60,45.50,1.61,0.33
100936,23.60,45.50,4.37,1.00
101464,23.60,45.50,4.71,1.07
101991,23.60,45.50,3.20,0.56
102517,23.60,45.50,5.29,1.30
103316,23.60,45.50,1.22,0.26
103842,23.60,45.50,5.83,1.30
104370,23.60,45.50,1.12,0.04
104926,23.60,45.50,0.41,0.04
105724,23.60,45.50,5.64,1.44
106254,23.60,45.50,4.66,1.07
106781,23.60,45.50,2.95,0.56
107308,23.60,45.50,4.03,0.78
108106,23.60,45.50,3.25,0.85
108633,23.60,45.50,3.64,0.70
109160,23.60,45.50,4.27,0.93
109687,23.60,45.50,2.22,0.48
110485,23.60,45.50,5.15,1.37
111012,23.60,45.50,1.54,0.33
111539,23.60,45.50,6.30,1.37
112066,23.60,45.50,0.44,0.04
112864,23.60,45.50,6.81,1.74
113391,23.60,45.50,1.42,0.19
113918,23.60,45.50,5.93,1.15
114445,23.60,45.50,3.93,0.70
115244,23.60,45.50,4.32,1.15
115770,23.60,45.50,5.39,1.22
116300,23.60,45.50,6.37,1.44
116827,23.60,45.50,1.51,0.26
117624,23.60,45.50,6.10,1.59
118151,23.60,45.50,3.05,0.48
118708,23.60,45.50,2.22,0.48
119234,23.60,45.50,5.51,1.30
120033,23.60,45.50,3.15,0.78
120560,23.60,45.50,4.98,1.07
121086,23.60,45.50,4.37,0.85
121614,23.60,45.50,4.03,0.85
122412,23.60,45.50,4.90,1.22
122939,23.60,45.50,2.90,0.78
123466,23.60,45.50,5.81,1.30
123993,23.60,45.50,1.63,0.41
124791,23.60,45.50,6.25,1.52
125318,23.60,45.50,1.22,0.19
125845,23.60,45.50,6.59,1.30
126374,23.60,45.50,5.81,1.30
127173,23.60,45.50,2.05,0.56
127699,23.60,45.50,5.71,1.22
128227,23.60,45.50,2.98,0.41
128753,23.60,45.50,5.29,1.22
129552,23.60,45.50,2.73,0.70
130078,23.60,45.50,5.44,1.22
130606,23.60,45.50,3.54,0.63
131133,23.60,45.50,4.83,1.07
131931,23.60,45.50,3.34,0.78
132458,23.60,45.50,5.22,1.30
133015,23.60,45.50,6.25,1.44
133541,23.60,45.50,1.20,0.04
134340,23.60,45.50,6.34,1.67
134866,23.60,45.50,0.46,-0.04
135394,23.60,45.50,6.34,1.44
135921,23.60,45.50,0.68,-0.04
136722,23.60,45.50,2.95,0.78
137248,23.60,45.50,5.56,1.22
137776,23.60,45.50,2.68,0.56
138303,23.60,45.50,5.78,1.37
139101,23.60,45.50,0.85,0.19
139628,23.60,45.50,6.34,1.44
140154,23.60,45.50,0.37,-0.04
140682,23.60,45.50,6.44,1.44
141479,23.60,45.50,0.66,0.26
142007,23.60,45.50,6.54,1.59
142533,23.60,45.50,1.46,0.26
143060,23.60,45.50,6.32,1.37
143858,23.60,45.50,3.98,1.00
144386,23.60,45.50,4.59,0.93
144913,23.60,45.50,4.76,1.22
145439,23.60,45.50,3.25,0.63
146238,23.60,45.50,6.30,1.67
146797,23.60,45.50,0.39,-0.04
147324,23.60,45.50,6.49,1.52
147852,23.60,45.50,0.44,0.11
148649,23.60,45.50,5.54,1.44
149177,23.60,45.50,4.05,0.93
149703,23.60,45.50,4.17,0.85
150231,23.60,45.50,5.32,1.30
151028,23.60,45.50,0.51,0.04
151556,23.60,45.50,6.51,1.52
152082,23.60,45.50,0.68,0.19
152609,23.60,45.50,6.37,1.37
153407,23.60,45.50,4.49,1.22
153934,23.60,45.50,3.07,0.56
154462,23.60,45.50,6.10,1.44
154988,23.60,45.50,0.56,-0.04
155787,23.60,45.50,6.47,1.67
156313,23.60,45.50,2.66,0.56
156843,23.60,45.50,0.49,0.04
157370,23.60,45.50,6.44,1.44
158168,23.60,45.50,4.17,1.07
158695,23.60,45.50,3.86,0.78
159222,23.60,45.50,5.39,1.30
159749,23.60,45.50,2.37,0.33
160577,23.60,45.50,0.54,0.26
161103,23.60,45.50,6.42,1.52
161631,23.60,45.50,1.68,0.41
162157,23.60,45.50,6.73,1.44
162956,23.60,45.50,4.51,1.22
163482,23.60,45.50,5.15,1.15
164009,23.60,45.50,4.93,1.22
164537,23.60,45.50,4.29,0.85
165335,23.60,45.50,6.71,1.74
165862,23.60,45.50,2.12,0.26
166388,23.60,45.50,7.00,1.59
166919,23.60,45.50,4.66,1.15
167716,23.60,45.50,3.86,1.00
168244,23.60,45.50,6.10,1.44
168770,23.60,45.50,3.59,0.63
169297,23.60,45.50,6.81,1.67
170095,23.60,45.50,1.81,0.41
170622,23.60,45.50,7.49,1.67
171149,23.60,45.50,1.51,0.04
171676,23.60,45.50,7.44,1.81
172474,23.60,45.50,0.41,0.26
173001,23.60,45.50,7.71,1.89
173528,23.60,45.50,0.39,-0.11
174055,23.60,45.50,7.98,1.89
174883,23.60,45.50,5.54,1.44
175411,23.60,45.50,5.17,1.15
175937,23.60,45.50,5.00,1.07
176464,23.60,45.50,5.54,1.44
177265,23.60,45.50,3.59,1.07
177792,23.60,45.50,6.37,1.44
178319,23.60,45.50,4.12,1.07
178846,23.60,45.50,6.32,1.37
179644,23.60,45.50,5.51,1.59
180171,23.60,45.50,4.88,1.00
180698,23.60,45.50,5.44,1.30
181225,23.60,45.50,4.88,1.07
182023,23.60,45.50,6.51,1.74
182550,23.60,45.50,3.90,0.70
183076,23.60,45.50,6.20,1.67
183604,23.60,45.50,4.66,1.00
184401,23.60,45.50,6.39,1.74
184929,23.60,45.50,4.47,1.00
185455,23.60,45.50,5.44,1.37
185982,23.60,45.50,5.37,1.15
186780,23.60,45.50,5.32,1.59
187311,23.60,45.50,0.88,0.04
187837,23.60,45.50,7.73,1.96
188394,23.60,45.50,7.86,1.89
189192,23.60,45.50,1.88,0.63
189719,23.60,45.50,7.93,2.04
190245,23.60,45.50,0.51,0.04
190773,23.60,45.50,7.76,1.89
191570,23.60,45.50,0.51,0.26
192098,23.60,45.50,7.76,1.96
192625,23.60,45.50,0.39,-0.11
193152,23.60,45.50,7.61,1.81
193950,23.60,45.50,0.41,0.04
