2240,37.60,17.30,36.10,29.50,12.37,-0.78
2464,37.60,17.30,36.10,29.50,12.57,-0.78
2689,37.60,17.30,36.10,29.50,12.52,-0.78
2912,37.60,17.30,36.10,29.50,12.52,-0.78
3136,37.60,17.30,36.10,29.50,12.52,-0.85
3363,37.60,17.30,36.10,29.50,12.54,-0.85
3587,37.60,17.30,36.10,29.50,12.54,-0.85
3811,37.60,17.30,36.10,29.50,12.54,-0.85
4035,37.60,17.30,36.10,29.50,12.54,-0.78
4265,37.50,17.30,36.10,30.60,12.37,-0.70
4490,37.50,17.30,36.10,30.60,12.57,-0.78
4744,37.50,17.30,36.10,30.60,12.52,-0.78
4968,37.50,17.30,36.10,30.60,12.54,-0.85
5191,37.50,17.30,36.10,30.60,12.52,-0.85
5415,37.50,17.30,36.10,30.60,12.54,-0.78
5640,37.50,17.30,36.10,30.60,12.52,-0.85
5864,37.50,17.30,36.10,30.60,12.54,-0.78
6090,37.50,17.30,36.10,30.60,12.52,-0.85
6321,37.60,17.40,36.10,30.60,12.03,1.15
6545,37.60,17.40,36.10,30.60,12.20,1.15
6769,37.60,17.40,36.10,30.60,12.20,1.15
6992,37.60,17.40,36.10,30.60,12.20,1.22
7217,37.60,17.40,36.10,30.60,12.20,1.22
7441,37.60,17.40,36.10,30.60,12.22,1.30
7664,37.60,17.40,36.10,30.60,12.20,1.30
7888,37.60,17.40,36.10,30.60,12.20,1.30
8112,37.60,17.40,36.10,30.60,12.22,1.22
8342,37.60,16.00,36.10,29.40,12.37,-0.70
8566,37.60,16.00,36.10,29.40,12.54,-0.85
8793,37.60,16.00,36.10,29.40,12.54,-0.85
9017,37.60,16.00,36.10,29.40,12.54,-0.78
9241,37.60,16.00,36.10,29.40,12.52,-0.78
9465,37.60,16.00,36.10,29.40,12.52,-0.85
9689,37.60,16.00,36.10,29.40,12.52,-0.78
9944,37.60,16.00,36.10,29.40,12.52,-0.78
10168,37.60,16.00,36.10,29.40,12.54,-0.85
10398,37.60,17.30,36.10,30.60,12.35,-0.78
10622,37.60,17.30,36.10,30.60,12.54,-0.78
10846,37.60,17.30,36.10,30.60,12.54,-0.78
11070,37.60,17.30,36.10,30.60,12.52,-0.78
11294,37.60,17.30,36.10,30.60,12.54,-0.85
11518,37.60,17.30,36.10,30.60,12.52,-0.78
11740,37.60,17.30,36.10,30.60,12.54,-0.85
11964,37.60,17.30,36.10,30.60,12.52,-0.85
12188,37.60,17.30,36.10,30.60,12.52,-0.93
12419,37.60,17.30,36.10,30.60,12.05,1.15
12643,37.60,17.30,36.10,30.60,12.22,1.15
12867,37.60,17.30,36.10,30.60,12.22,1.15
