time,Tin,RHin,Tout,RHout,Voltage,Current
473214,79.60,1.00,44.10,36.00,11.54,4.78
473441,79.60,1.00,44.10,36.00,11.52,4.78
473667,79.60,1.00,44.10,36.00,11.61,4.78
473901,79.80,1.00,44.10,35.80,11.42,4.92
474127,79.80,1.00,44.10,35.80,11.64,4.85
474353,79.80,1.00,44.10,35.80,11.64,4.85
474583,79.80,1.00,44.10,35.80,11.66,4.85
474839,79.80,1.00,44.10,35.80,11.66,4.85
475065,79.80,1.00,44.10,35.80,11.61,4.85
475291,79.80,1.00,44.10,35.80,11.64,4.78
475518,79.80,1.00,44.10,35.80,11.69,4.78
475745,79.80,1.00,44.10,35.80,11.64,4.85
475977,79.80,1.00,44.30,35.70,11.47,4.85
476205,79.80,1.00,44.30,35.70,11.57,4.85
476431,79.80,1.00,44.30,35.70,11.54,4.85
476657,79.80,1.00,44.30,35.70,11.54,4.92
476883,79.80,1.00,44.30,35.70,11.57,4.85
477110,79.80,1.00,44.30,35.70,11.59,4.92
477337,79.80,1.00,44.30,35.70,11.52,4.85
477565,79.80,1.00,44.30,35.70,11.49,4.85
477793,79.80,1.00,44.30,35.70,11.47,4.85
478025,80.10,1.00,44.40,35.60,11.18,4.85
478252,80.10,1.00,44.40,35.60,11.54,4.85
478479,80.10,1.00,44.40,35.60,11.52,4.85
478705,80.10,1.00,44.40,35.60,11.59,4.85
478931,80.10,1.00,44.40,35.60,11.37,4.92
479158,80.10,1.00,44.40,35.60,11.39,4.78
479384,80.10,1.00,44.40,35.60,11.39,4.85
479610,80.10,1.00,44.40,35.60,11.35,4.85
479838,80.10,1.00,44.40,35.60,11.39,4.78
480070,80.00,1.00,44.40,35.40,11.30,4.78
480328,80.00,1.00,44.40,35.40,11.61,4.70
480555,80.00,1.00,44.40,35.40,11.49,4.85
480782,80.00,1.00,44.40,35.40,11.57,4.92
481008,80.00,1.00,44.40,35.40,11.59,4.85
481234,80.00,1.00,44.40,35.40,11.52,4.78
481461,80.00,1.00,44.40,35.40,11.49,4.85
481687,80.00,1.00,44.40,35.40,11.47,4.85
481913,80.00,1.00,44.40,35.40,11.47,4.85
482148,80.30,1.00,44.60,35.30,11.22,4.85
482374,80.30,1.00,44.60,35.30,11.49,5.00
482600,80.30,1.00,44.60,35.30,0.41,-0.04
482827,80.30,1.00,44.60,35.30,0.27,-0.04
483056,80.30,1.00,44.60,35.30,0.24,-0.11
483282,80.30,1.00,44.60,35.30,0.27,-0.11
483509,80.30,1.00,44.60,35.30,0.27,-0.11
483735,80.30,1.00,44.60,35.30,0.24,0.04
483961,80.30,1.00,44.60,35.30,0.27,-0.04
484194,80.30,1.00,44.70,35.20,0.10,-0.11
484420,80.30,1.00,44.70,35.20,0.27,-0.04
484646,80.30,1.00,44.70,35.20,0.27,-0.04
484873,80.30,1.00,44.70,35.20,0.27,0.04
485099,80.30,1.00,44.70,35.20,0.27,-0.11
485326,80.30,1.00,44.70,35.20,0.27,-0.04
485553,80.30,1.00,44.70,35.20,0.27,-0.11
485811,80.30,1.00,44.70,35.20,0.22,-0.11
486037,80.30,1.00,44.70,35.20,0.22,-0.04
486272,80.30,1.00,44.70,35.00,0.10,-0.11
486498,80.30,1.00,44.70,35.00,0.24,-0.11
486724,80.30,1.00,44.70,35.00,0.22,-0.11
