1284,22.40,41.70,0.46,0.19
2302,22.40,41.70,0.41,0.19
3593,22.40,41.70,0.44,0.41
4612,22.40,41.70,0.44,0.11
5902,22.40,41.60,0.46,0.41
1284,22.40,41.60,0.46,0.26
2302,22.40,41.60,0.44,0.11
3593,22.40,41.60,0.44,0.33
4612,22.40,41.60,0.41,0.26
5902,22.40,41.60,0.44,0.41
6921,22.40,41.60,0.41,0.19
8211,22.40,41.60,0.46,0.41
9253,22.40,41.60,0.41,0.19
10546,22.40,41.50,0.49,0.33
11565,22.40,41.50,0.41,0.19
12856,22.40,41.60,1.61,0.56
13876,22.40,41.60,1.10,0.33
15166,22.40,41.50,0.78,0.41
16185,22.40,41.50,0.95,0.26
17475,22.40,41.50,1.24,0.41
18494,22.40,41.50,1.61,0.26
19784,22.40,41.50,1.39,0.63
20804,22.40,41.50,0.76,0.19
22094,22.40,41.50,0.93,0.48
23113,22.40,41.50,1.24,0.41
24403,22.40,41.50,1.63,0.63
25422,22.40,41.50,1.22,0.26
26713,22.40,41.50,0.76,0.41
27731,22.40,41.50,1.00,0.26
29022,22.40,41.50,1.29,0.48
30044,22.40,41.50,1.02,0.26
31335,22.40,41.40,1.22,0.48
32354,22.40,41.40,0.41,0.11
33644,22.40,41.50,0.46,0.33
34663,22.40,41.50,0.44,0.19
35954,22.40,41.40,0.46,0.33
36973,22.40,41.40,0.44,0.19
38263,22.40,41.40,0.44,0.48
39282,22.40,41.40,0.44,0.11
40573,22.40,41.40,0.46,0.33
41592,22.40,41.40,0.41,0.26
42906,22.40,41.40,0.44,0.33
43925,22.40,41.40,0.44,0.19
45216,22.40,41.40,0.44,0.48
46235,22.40,41.40,0.41,0.26
47525,22.40,41.40,0.44,0.48
48544,22.40,41.40,0.46,0.19
49836,22.40,41.30,0.46,0.33
50857,22.40,41.30,0.46,0.19
52148,22.40,41.40,0.46,0.41
