508,nan,nan,12.40,-3.89
18533,nan,nan,6.61,-17.59
18752,nan,nan,5.90,-19.59
18971,nan,nan,6.69,-17.74
19220,nan,nan,6.10,-18.99
19439,nan,nan,6.98,-16.92
19658,nan,nan,8.47,-13.07
19878,nan,nan,8.22,-13.59
20098,nan,nan,6.93,-16.92
20587,nan,nan,6.61,-17.44
20806,nan,nan,7.76,-14.70
21025,nan,nan,8.59,-12.63
21245,nan,nan,7.81,-14.63
21465,nan,nan,6.47,-18.11
21684,nan,nan,5.81,-19.74
21903,nan,nan,6.64,-17.81
22123,nan,nan,7.91,-14.48
22612,nan,nan,7.30,-16.03
22832,nan,nan,6.00,-19.22
23051,nan,nan,5.95,-19.51
23273,nan,nan,8.42,-13.37
23493,nan,nan,8.25,-13.59
23712,nan,nan,7.00,-16.70
23931,nan,nan,5.88,-19.66
24151,nan,nan,6.08,-19.37
24640,nan,nan,8.54,-12.85
24859,nan,nan,8.00,-14.18
25078,nan,nan,6.69,-17.59
25298,nan,nan,5.81,-19.96
25518,nan,nan,6.37,-18.55
25737,nan,nan,7.34,-15.81
25956,nan,nan,8.49,-13.00
26176,nan,nan,7.95,-14.26
26665,nan,nan,5.88,-19.37
26885,nan,nan,6.71,-17.66
27104,nan,nan,8.00,-14.18
27323,nan,nan,8.56,-12.70
27542,nan,nan,7.64,-15.07
27762,nan,nan,6.34,-18.48
27978,nan,nan,6.17,-19.22
28198,nan,nan,5.83,-20.03
28688,nan,nan,8.49,-13.00
28907,nan,nan,8.25,-13.59
29126,nan,nan,6.95,-16.85
29345,nan,nan,5.86,-19.81
29594,nan,nan,6.32,-18.77
29813,nan,nan,5.78,-20.18
30032,nan,nan,6.64,-18.03
30252,nan,nan,7.98,-14.40
30741,nan,nan,7.15,-16.40
30961,nan,nan,5.93,-19.66
31180,nan,nan,6.03,-19.37
31399,nan,nan,6.91,-17.22
31619,nan,nan,8.39,-13.29
31838,nan,nan,8.22,-13.66
32058,nan,nan,6.93,-17.00
32277,nan,nan,5.86,-19.88
32770,nan,nan,8.47,-13.00
32989,nan,nan,7.56,-15.29
