901,nan,nan,0.39,0.04
1449,nan,nan,0.37,0.04
1975,nan,nan,0.37,-0.04
2500,nan,nan,0.39,-0.04
3296,22.00,43.40,0.37,0.26
3823,22.00,43.40,0.37,0.04
4349,22.00,43.40,0.37,-0.04
4877,22.00,43.40,0.37,-0.04
5675,22.00,44.10,0.39,0.26
6201,22.00,44.10,0.37,-0.11
6728,22.00,44.10,0.37,-0.04
7255,22.00,44.10,0.37,-0.04
8053,22.00,44.10,0.37,0.26
8580,22.00,44.10,0.37,0.04
9107,22.00,44.10,0.37,-0.04
9633,22.00,44.10,0.37,-0.04
10431,22.00,44.10,0.37,0.26
10958,22.00,44.10,0.37,-0.04
11488,22.00,44.10,0.37,-0.04
12014,22.00,44.10,0.37,-0.11
12813,22.00,44.10,0.37,0.26
13339,22.00,44.10,0.37,-0.11
13867,22.00,44.10,0.37,-0.04
14393,22.00,44.10,0.37,-0.11
15192,22.00,44.10,0.37,0.26
15718,22.00,44.10,0.37,-0.04
16245,22.00,44.10,0.39,-0.04
16772,22.00,44.10,0.37,-0.04
17570,22.00,44.10,0.37,0.19
18097,22.00,44.10,0.37,-0.19
18624,22.00,44.10,0.37,0.04
19150,22.00,44.10,0.37,-0.04
19972,22.10,44.20,0.37,0.19
20499,22.10,44.20,0.37,-0.11
21025,22.10,44.20,0.37,-0.11
21555,22.10,44.20,0.37,0.04
22353,22.00,44.10,0.37,0.19
22880,22.00,44.10,0.37,-0.19
23407,22.00,44.10,0.37,-0.11
23933,22.00,44.10,0.37,-0.04
24732,22.00,44.10,0.37,0.26
25259,22.00,44.10,0.37,-0.04
25786,22.00,44.10,0.37,-0.11
26312,22.00,44.10,0.37,0.04
27110,22.00,44.10,0.37,0.26
27637,22.00,44.10,0.37,-0.04
28164,22.00,44.10,0.37,-0.04
28691,22.00,44.10,0.37,0.04
29489,22.10,44.20,0.37,0.26
30016,22.10,44.20,0.37,-0.04
30542,22.10,44.20,0.34,-0.04
31070,22.10,44.20,0.37,0.04
31870,22.10,44.20,0.37,0.11
32397,22.10,44.20,0.37,-0.04
32924,22.10,44.20,0.34,-0.04
33451,22.10,44.20,0.37,-0.04
34249,22.00,44.10,0.37,0.11
34776,22.00,44.10,0.37,-0.04
35303,22.00,44.10,0.37,-0.04
35829,22.00,44.10,0.37,0.04
36628,22.00,44.10,0.37,0.19
37154,22.00,44.10,0.37,-0.04
37704,22.00,44.10,0.37,0.04
38231,22.00,44.10,0.37,-0.11
39029,22.00,44.10,0.39,0.26
39556,22.00,44.10,0.37,-0.04
